t t
o o
_ _
t t
h h
e e
_ _
l l
e e
f f
t t
i i
s s
t t
s s
_ _
o o
f f
_ _
t t
h h
e e
_ _
t t
h h
_ _
a a
n n
d d
_ _
e d
a a
r r
l l
y h
_ _
t t
h b
_ _
c d
e e
n j
t t
u u
r r
y y
_ _
t t
h h
e e
_ _
t t
w w
o o
_ _
p p
s s
y y
c c
h h
o o
l l
o o
g g
i i
c v
a a
l l
_ _
t t
e e
n n
d f
e e
n n
c c
i i
e e
s s
_ _
t t
h h
a a
t t
_ _
u u
n n
d d
e e
r r
l l
i i
e e
_ _
m m
o o
d d
e e
r r
n n
_ _
l l
e e
f f
t t
i i
s s
m m
_ _
w w
e e
_ _
c c
a a
l l
l l
_ _
f f
e e
e d
l l
i i
n n
g g
s s
_ _
o o
f f
_ _
i i
n n
f f
e e
r r
i i
o p
r r
i i
t t
y y
_ _
a a
n n
d d
_ _
o o
v v
e e
r r
s s
o o
c c
i i
a a
l l
i i
z z
a a
t t
i i
o i
n n
_ _
f f
e e
e e
l l
i i
n n
g g
s z
_ _
o o
f f
_ _
i i
n n
f v
e e
r r
i i
o o
r r
i i
t t
y y
_ _
a a
r r
e e
_ _
c c
h h
a a
r r
a a
c c
t t
e e
r r
i k
s s
t t
i o
c c
_ _
o o
f f
_ _
m m
o o
d d
e e
r r
n n
_ _
l l
e e
f f
t t
i i
s s
m m
_ _
a a
s s
_ _
a a
_ _
w s
h g
o o
l p
e e
_ _
w w
h h
i i
l l
e e
_ _
o o
v v
e e
r r
s s
o o
c c
i i
a a
l p
i i
z z
a a
t t
i j
o o
n n
_ _
i u
s s
_ _
c v
h h
a a
r r
a a
c c
t t
e e
r r
i k
s s
t t
i i
c c
_ _
o o
n m
l l
y y
_ _
o o
f f
_ _
a a
_ _
c c
e e
r r
t t
a a
i i
n n
_ _
s s
e w
g g
m k
e e
n n
t t
_ _
o o
f f
_ _
m m
o k
d d
e e
r r
n n
_ _
l l
e e
f f
t y
i i
s s
m n
_ _
b b
u u
t t
_ _
t r
h h
i i
s s
_ _
s s
e e
g g
m m
e w
n n
t t
_ _
i i
s s
_ _
h h
i k
g g
h h
l k
y y
_ _
i i
n n
f f
l l
u u
e e
n b
t t
i i
a a
l l
_ _
f f
e e
e e
l l
i i
n n
g g
s w
_ _
o o
f f
_ _
i u
n n
f f
e e
r r
i i
o o
r r
i i
t t
y y
_ _
b b
y y
_ _
f f
e e
e e
l l
i i
n n
g g
s s
_ _
o o
f f
_ _
i i
n n
f f
e e
r r
i i
o o
r r
i k
t t
y y
_ _
w w
e e
_ _
m m
e r
a a
n n
_ _
n n
o o
t t
_ _
o o
n n
l l
y y
_ _
i i
n n
f f
e e
r r
i i
o o
r r
i i
t t
y y
_ _
f f
e e
e e
l l
i i
n n
g g
s s
_ _
i i
n n
_ _
t t
h h
e e
_ _
s s
t t
r r
i i
c c
t t
e e
s s
t t
_ _
s w
e r
n n
s s
e e
_ _
b b
u u
t t
_ _
a a
_ _
w w
h h
o o
l l
e e
_ _
s s
p p
e e
c c
t t
r r
u u
m m
_ _
o o
f f
_ _
r r
e e
l l
a s
t t
e e
d d
_ _
t t
r r
a a
i i
t t
s s
_ _
l l
o p
w s
_ _
s s
e e
l l
f f
_ _
e e
s s
t t
e e
e e
m m
_ _
f f
e e
e e
l l
i i
n n
g g
s s
_ _
o o
f f
_ _
p p
o k
w w
e d
r r
l l
e e
s s
s s
n m
e e
s s
s s
_ _
d f
e e
p p
r r
e e
s s
s z
i i
v v
e e
_ _
t t
e e
n m
d d
e e
n n
c c
i i
e e
s s
_ _
d d
e e
f f
e e
a a
t t
i i
s s
m m
_ _
g g
u u
i i
l o
t t
_ _
s s
e e
l p
f f
_ _
h j
a a
t t
r f
e e
d d
_ _
e e
t t
c c
_ _
w w
e e
_ _
a a
r r
g g
u u
e e
_ _
t t
h y
a a
t t
_ _
m m
o o
d d
e e
r r
n j
_ _
l l
e e
f f
t t
i j
s s
t f
s s
_ _
t t
e e
n n
d d
_ _
t g
o o
_ _
h h
a a
v v
e e
_ _
s s
u u
c c
h j
_ _
f f
e e
e e
l l
i i
n n
g g
s s
_ _
p p
o o
s s
s s
i i
b b
l l
y y
_ _
m m
o p
r r
e e
_ _
o o
r e
_ _
l l
e e
s s
s s
_ _
r r
e e
p p
r r
e e
s s
s s
e d
d d
_ _
a a
n n
d d
_ _
t t
h h
a a
t t
_ _
t t
h h
e w
s s
e e
_ _
f f
e e
e e
l k
i i
n b
g b
s s
_ _
a a
r r
e e
_ _
d s
e e
c c
i i
s d
i j
v v
e e
_ _
i i
n n
_ _
d x
e e
t t
e e
r r
m k
i i
n n
i i
n n
g g
_ _
t t
h h
e e
_ _
d f
i i
r r
e e
c c
t t
i i
o o
n n
_ _
o k
f f
_ _
m m
o o
d d
e r
r r
n n
_ _
l l
e e
f t
t t
i i
s s
m m
_ _
w w
h h
e e
n m
_ _
s s
o i
m m
e e
o i
n n
e e
_ _
i o
n n
t t
e e
r r
p p
r r
e e
t t
s s
_ _
a q
s s
_ _
d d
e e
r r
o p
g g
a a
t t
o o
r r
y y
_ _
a a
l l
m m
o k
s s
t t
_ _
a a
n n
y y
t t
h h
i i
n n
g g
_ _
t t
h h
a a
t t
_ _
i i
s s
_ _
s s
a a
i i
d d
_ _
a a
b b
o o
u u
t t
_ _
h h
i i
m m
_ _
o o
r r
_ _
a z
b b
o o
u u
t t
_ _
g g
r r
o o
u u
p p
s s
_ _
w w
i i
t t
h h
_ _
w w
h h
o o
m m
_ _
h h
e r
_ _
i i
d d
e e
n n
t t
i i
f f
i i
e e
s s
_ _
w w
e e
_ _
c c
o o
n n
c c
l l
u u
d d
e e
_ _
t t
h y
a a
t t
_ _
h h
e e
_ _
h h
a a
s s
_ _
i i
n n
f f
e w
r r
i i
o o
r f
i i
t t
y y
_ _
f f
e e
e e
l l
i i
n n
g h
s s
_ _
o o
r r
_ _
l l
o o
w w
_ _
s s
e e
l l
f f
_ _
e e
s s
t t
e e
e e
m m
_ _
t t
h h
i i
s s
_ _
t t
e e
n n
d d
e e
n n
c c
y y
_ _
i i
s s
_ _
p p
r r
o l
n n
o o
u u
n n
c f
e e
d d
_ _
a a
m k
o o
n n
g g
_ _
m m
i i
n n
o o
r r
i i
t r
y y
_ _
r r
i i
g g
h h
t t
s s
_ _
a a
d d
v v
o o
c c
a a
t t
e e
s s
_ _
w w
h h
e e
t t
h n
e e
r e
_ _
o o
r r
_ _
n n
o o
t t
_ _
t t
h b
e e
y y
_ _
b b
e e
l l
o o
n n
g g
_ _
t t
o o
_ _
t t
h h
e e
_ _
m m
i i
n n
o o
r r
i o
t t
y y
_ _
g g
r r
o o
u j
p p
s s
_ _
w w
h h
o l
s s
e e
_ _
r r
i i
g v
h h
t t
s s
_ _
t t
h h
e d
y y
_ _
d d
e e
f f
e e
n n
d d
_ _
t t
h h
e e
y y
_ _
a a
r r
e e
_ _
h h
y y
p p
e e
r r
s s
e e
n n
s s
i i
t t
i i
v v
e r
_ _
a a
b b
o o
u u
t t
_ _
t t
h h
e e
_ _
w e
o o
r f
d d
s s
_ _
u u
s s
e e
d d
_ _
t t
o l
_ _
d d
e e
s s
i i
g g
n j
a a
t t
e e
_ _
m m
i i
n n
o o
r r
i i
t t
i i
e e
s s
_ _
t g
h j
e e
_ _
t t
e e
r r
m m
s s
_ _
n n
e e
g g
r r
o o
_ _
o o
r r
i i
e e
n n
t t
a a
l l
_ _
h h
a a
n n
d d
i i
c c
a a
p p
p p
e e
d d
_ _
o o
r r
_ _
c c
h h
i i
c f
k k
_ _
f f
o l
r r
_ _
a a
n n
_ _
a a
f f
r r
i i
c c
a a
n n
_ _
a a
n n
_ _
a a
s s
i i
a a
n n
_ _
a a
_ _
d d
i i
s s
a a
b b
l l
e w
d d
_ _
p o
e e
r r
s s
o l
n n
_ _
o o
r r
_ _
a q
_ _
w w
o o
m m
a a
n n
_ _
o o
r r
i k
g g
i i
n n
a a
l l
l l
y y
_ _
h h
a z
d d
_ _
n n
o o
_ _
d d
e e
r r
o o
g g
a a
t t
o o
r r
y y
_ _
c c
o o
n n
n n
o o
t t
a a
t t
i i
o o
n n
_ _
b b
r r
o o
a a
d d
_ _
a a
n n
d d
_ _
c c
h n
i i
c c
k k
_ _
w w
e e
r r
e e
_ _
m m
e e
r r
e e
l l
y y
_ _
t t
h h
e e
_ _
f f
e e
m m
i i
n n
i i
n n
e e
_ _
e e
q q
u u
i i
v v
a a
l l
e e
n n
t t
s s
_ _
o o
f f
_ _
g g
u u
y h
_ _
d d
u u
d d
e e
_ _
o o
r r
_ _
f f
e e
l l
l k
o o
w w
_ _
t f
h n
e e
_ _
n n
e e
g g
a a
t t
i i
v v
e e
_ _
c c
o o
n n
n n
o o
t t
a a
t t
i i
o o
n n
s s
_ _
h h
a a
v v
e e
_ _
b b
e e
e e
n h
_ _
a z
t t
t t
a a
c c
h h
e e
d s
_ _
t t
o o
_ _
t t
h h
e e
s s
e e
_ _
t y
e e
r r
m m
s s
_ _
b b
y y
_ _
t t
h h
e e
_ _
a a
c c
t t
i i
v v
i u
s s
t t
s s
_ _
t t
h h
e e
m m
s s
e e
l l
v v
e e
s s
_ _
s s
o o
m m
e e
_ _
a q
n n
i i
m m
a a
l l
_ _
r r
i i
g g
h h
t t
s s
_ _
a a
d d
v c
o o
c c
a a
t t
e e
s a
_ _
h h
a a
v v
e e
_ _
g g
o o
n n
e e
_ _
s s
o o
_ _
f f
a a
r r
_ _
a a
s s
_ _
t t
o o
_ _
r r
e e
j j
e d
c c
t t
_ _
t r
h h
e w
_ _
w w
o o
r r
d d
_ _
p p
e e
t t
_ _
a a
n n
d e
_ _
i i
n n
s s
i j
s s
t t
_ _
o i
n n
_ _
i i
t t
s x
_ _
r r
e e
p p
l l
a a
c v
e w
m m
e e
n n
t t
_ _
b b
y y
_ _
a a
n n
i i
m m
a a
l l
_ _
c c
o o
m m
p p
a a
n n
i i
o o
n n
_ _
l l
e e
f f
t t
i i
s s
t t
_ _
a a
n n
t t
h h
r r
o o
p l
o o
l l
o o
g g
i i
s s
t t
s s
_ _
g g
o k
_ _
t t
o o
_ _
g g
r r
e w
a a
t t
_ _
l l
e e
n n
g g
t t
h h
s s
_ _
t t
o o
_ _
a a
v v
o o
i i
d d
_ _
s d
a a
y y
i i
n n
g g
_ _
a a
n n
y y
t t
h h
i i
n n
g g
_ _
a a
b b
o o
u u
t t
_ _
p p
r r
i i
m m
i i
t t
i i
v v
e e
_ _
p p
e e
o o
p p
l l
e d
s s
_ _
t t
h h
a a
t t
_ _
c c
o o
u u
l l
d d
_ _
c c
o o
n n
c c
e e
i i
v v
a a
b h
l l
y y
_ _
b b
e e
_ _
i i
n n
t t
e e
r r
p p
r r
e e
t t
e e
d d
_ _
a a
s s
_ _
n n
e e
g g
a a
t t
i i
v v
e e
_ _
t t
h h
e e
y y
_ _
w w
a a
n n
t t
_ _
t t
o o
_ _
r r
e r
p p
l l
a a
c c
e e
_ _
t t
h h
e e
_ _
w w
o o
r f
d d
_ _
p p
r t
i i
m m
i i
t t
i i
v v
e e
_ _
b b
y y
_ _
n h
o o
n n
l l
i i
t t
e d
r r
a a
t y
e e
_ _
t t
h h
e e
y y
_ _
s s
e e
e e
m m
_ _
a a
l l
m m
o o
s s
t t
_ _
p p
a a
r r
a a
n n
o o
i i
d d
_ _
a a
b b
o o
u u
t t
_ _
a a
n n
y y
t t
h h
i i
n n
g g
_ _
t t
h g
a a
t t
_ _
m m
i i
g g
h h
t y
_ _
s s
u u
g g
g g
e e
s s
t t
_ _
t f
h h
a a
t t
_ _
a a
n j
y y
_ _
p p
r r
i i
m m
i i
t t
i i
v v
e e
_ _
c c
u u
l l
t t
u u
r t
e e
_ _
i i
s s
_ _
i i
n n
f f
e e
r r
i i
o o
r r
_ _
t t
o o
_ _
o o
u y
r d
_ _
o k
w w
n n
_ _
w w
e e
_ _
d d
o o
_ _
n n
o o
t t
_ _
m m
e e
a a
n n
_ _
t t
o o
_ _
i i
m m
p p
l o
y y
_ _
t t
h h
a a
t y
_ _
p p
r r
i i
m m
i i
t t
i i
v v
e e
_ _
c c
u u
l l
t t
u u
r r
e e
s s
_ _
a a
r r
e e
_ _
i i
n n
f c
e e
r r
i i
o o
r r
_ _
t t
o o
_ _
o o
u u
r r
s s
_ _
w w
e e
_ _
m m
e e
r r
e d
l l
y y
_ _
p p
o o
i i
n n
t t
_ _
o o
u u
t t
_ _
t t
h h
e e
_ _
h h
y y
p p
e e
r r
s s
e w
n n
s s
i i
t t
i i
v c
i i
t t
y y
_ _
o o
f f
_ _
l l
e e
f f
t t
i i
s s
h h
_ _
a a
n n
t t
h h
r r
o o
p p
o i
l l
o o
g g
i i
s s
t t
s s
_ _
t t
h h
o o
s s
e e
_ _
w w
h h
o o
_ _
a a
r r
e e
_ _
m m
o p
s s
t t
_ _
s s
e e
n n
s s
i u
t t
i i
v b
e e
_ _
a a
b b
o o
u u
t t
_ _
p p
o o
l l
i i
t t
i i
c c
a a
l l
l l
y y
_ _
i i
n n
c c
o o
r r
r r
e e
c c
t t
_ _
t t
e w
r r
m m
i i
n j
o o
l l
o o
g g
y y
_ _
a a
r r
e e
_ _
n n
o o
t t
_ _
t t
h h
e e
_ _
a a
v v
e d
r r
a a
g g
e e
_ _
b b
l l
a a
c c
k k
_ _
g g
h h
e e
t t
t t
o o
_ _
d d
w w
e e
l l
l l
e e
r r
_ _
a a
s s
i i
a a
n n
_ _
i i
m m
m m
i i
g g
r r
a a
n n
t t
_ _
a z
b n
u u
s s
e e
d d
_ _
w w
o k
m m
a a
n n
_ _
o o
r r
_ _
d d
i i
s s
a a
b b
l l
e e
d d
_ _
p p
e e
r f
s s
o o
n n
_ _
b h
u u
t t
_ _
a s
_ _
m m
i i
n n
o o
r r
i i
t r
y y
_ _
o o
f f
_ _
a a
c c
t t
i i
v v
i i
s s
t t
s s
_ _
m m
a a
n n
y y
_ _
o o
f f
_ _
w w
h h
o o
m m
_ _
d d
o o
_ _
n n
o o
t t
_ _
e e
v v
e e
n n
_ _
b b
e d
l l
o o
n n
g g
_ _
t t
o o
_ _
a a
n n
y y
_ _
o o
p p
p p
r r
e e
s s
s s
e d
d d
_ _
g g
r t
o o
u u
p p
_ _
b b
u u
t t
_ _
c c
o o
m m
e e
_ _
f r
r r
o o
m k
_ _
p p
r t
i i
v b
i i
l l
e e
g b
e e
d d
_ _
s z
t t
r e
a a
t t
a a
_ _
o o
f f
_ _
s s
o o
c c
i i
e e
t t
y y
_ _
p p
o o
l l
i i
t y
i i
c c
a z
l l
_ _
c c
o o
r r
r r
e r
c d
t t
n n
e e
s s
s s
_ _
h h
a a
s s
_ _
i i
t t
s x
_ _
s s
t t
r r
o o
n n
g g
h h
o p
l l
d d
_ _
a s
m m
o o
n n
g g
_ _
u u
n n
i i
v f
e e
r e
s a
i i
t t
y y
_ _
p p
r r
o o
f f
e d
s s
s a
o o
r r
s s
_ _
w w
h j
o o
_ _
h h
a a
v v
e e
_ _
s s
e e
c c
u u
r r
e e
_ _
e e
m m
p l
l l
o o
y y
m m
e e
n n
t t
_ _
w w
i i
t y
h h
_ _
c c
o o
m m
f r
o o
r r
t t
a a
b b
l l
e e
_ _
s s
a a
l l
a q
r r
i i
e e
s s
_ _
a a
n n
d d
_ _
t t
h h
e e
_ _
m m
a a
j j
o o
r r
i i
t t
y y
_ _
o o
f f
_ _
w w
h h
o o
m m
_ _
a a
r r
e e
_ _
h h
e e
t t
e e
r t
o o
s s
e e
x x
u u
a a
l l
_ _
w w
h h
i i
t t
e e
_ _
m m
a a
l l
e e
s s
_ _
f f
r e
o o
m m
_ _
m m
i i
d d
d f
l l
e e
_ _
c f
l l
a s
s s
s s
_ _
f f
a a
m m
i i
l l
i i
e e
s s
_ _
m m
a a
n n
y y
_ _
l l
e e
f g
t t
i i
s s
t t
s s
_ _
h g
a a
v v
e e
_ _
a a
n j
_ _
i i
n n
t t
e e
n n
s s
e r
_ _
i i
d d
e e
n j
t g
i i
f f
i i
c v
a a
t t
i i
o o
n n
_ _
w w
i i
t t
h h
_ _
t t
h h
e e
_ _
p p
r r
o o
b b
l l
e e
m m
s s
_ _
o o
f f
_ _
g g
r f
o o
u h
p p
s s
_ _
t t
h h
a a
t g
_ _
h h
a q
v v
e d
_ _
a a
n n
_ _
i i
m n
a a
g g
e d
_ _
o o
f f
_ _
b b
e e
i i
n n
g g
_ _
w w
e e
a a
k k
_ _
w w
o o
m m
e e
n n
_ _
d d
e e
f f
e e
a a
t t
e e
d d
_ _
a a
m m
e e
r t
i i
c c
a a
n n
_ _
i k
n n
d d
i i
a a
n n
s s
_ _
r r
e e
p p
e e
l l
l l
e e
n n
t t
_ _
h h
o o
m m
o o
s s
e e
x x
u u
a a
l l
s s
_ _
o o
r r
_ _
o o
t t
h h
e e
r r
w w
i i
s s
e e
_ _
i i
n n
f f
e e
r r
i i
o o
r t
_ _
t y
h h
e e
_ _
l l
e e
f f
t t
i i
s z
t t
s s
_ _
t t
h h
e e
m m
s s
e e
l l
v v
e e
s s
_ _
f f
e e
e e
l l
_ _
t t
h h
a a
t t
_ _
t t
h h
e e
s s
e e
_ _
g g
r r
o o
u u
p p
s s
_ _
a a
r r
e e
_ _
i i
n n
f t
e e
r r
i i
o o
r r
_ _
t t
h y
e e
y y
_ _
w w
o l
u j
l k
d d
_ _
n n
e e
v v
e e
r r
_ _
a a
d e
m m
i i
t t
_ _
i i
t t
_ _
t t
o o
_ _
t t
h h
e e
m m
s s
e e
l l
v v
e e
s s
_ _
t t
h h
a z
t t
_ _
t t
h h
e w
y y
_ _
h h
a a
v v
e e
_ _
s s
u u
c c
h h
_ _
f f
e e
e e
l l
i i
n n
g g
s s
_ _
b n
u u
t t
_ _
i i
t t
_ _
i i
s s
_ _
p p
r r
e e
c c
i i
s s
e e
l l
y y
_ _
b b
e e
c c
a a
u y
s s
e e
_ _
t t
h j
e e
y y
_ _
d d
o o
_ _
s s
e e
e e
_ _
t t
h h
e w
s s
e e
_ _
g g
r r
o o
u u
p p
s s
_ _
a a
s s
_ _
i i
n n
f f
e e
r r
i i
o o
r r
_ _
t t
h h
a a
t t
_ _
t t
h h
e e
y y
_ _
i i
d d
e e
n n
t t
i i
f f
y y
_ _
w w
i i
t t
h h
_ _
t t
h h
e e
i i
r r
_ _
p p
r r
o o
b b
l l
e e
m m
s s
_ _
w w
e e
_ _
d d
o o
_ _
n n
o o
t t
_ _
s s
u u
g g
g g
e e
s s
t t
_ _
t t
h h
a a
t t
_ _
w w
o o
m m
e e
n n
_ _
i i
n n
d e
i i
a a
n n
s s
_ _
e e
t t
c c
_ _
a a
r r
e e
_ _
i i
n n
f f
e e
r r
i i
o o
r r
_ _
w w
e w
_ _
a a
r r
e e
_ _
o k
n n
l l
y h
_ _
m m
a a
k k
i i
n n
g g
_ _
a a
_ _
p l
o o
i i
n n
t t
_ _
a q
b b
o o
u u
t t
_ _
l l
e e
f f
t t
i i
s s
t t
_ _
p p
s s
y y
c c
h h
o o
l l
o o
g g
y y
_ _
f f
e e
m k
i i
n n
i i
s s
t t
s s
_ _
a a
r r
e e
_ _
d d
e e
s s
p p
e e
r r
a a
t t
e e
l l
y y
_ _
a a
n n
x x
i i
o o
u u
s a
_ _
t t
o o
_ _
p p
r r
o o
v v
e r
_ _
t t
h h
a a
t t
_ _
w q
o o
m n
e e
n n
_ _
a a
r r
e e
_ _
a a
s s
_ _
s s
t t
r r
o o
n n
g g
_ _
a a
s s
_ _
c c
a a
p p
a a
b h
l l
e e
_ _
a a
s s
_ _
m m
e e
n n
_ _
c c
l l
e e
a a
r r
l l
y y
_ _
t t
h h
e e
y y
_ _
a a
r r
e e
_ _
n n
a a
g g
g g
e e
d d
_ _
b b
y y
_ _
a a
_ _
f f
e e
a a
r r
_ _
t t
h h
a a
t t
_ _
w w
o o
m m
e e
n n
_ _
m k
a a
y h
_ _
n h
o o
t t
_ _
b b
e e
_ _
a a
s s
_ _
s s
t t
r r
o o
n n
g g
_ _
a a
n n
d d
_ _
a a
s s
_ _
c c
a q
p p
a a
b b
l l
e e
_ _
a a
s s
_ _
m m
e e
n n
_ _
l l
e e
f f
t t
i i
s d
t t
s s
_ _
t t
e e
n n
d d
_ _
t t
o o
_ _
h h
a a
t t
e e
_ _
a a
n n
y y
t t
h h
i i
n n
g g
_ _
t t
h h
a a
t t
_ _
h h
a a
s s
_ _
a z
n n
_ _
i i
m m
a a
g g
e e
_ _
o o
f d
_ _
b b
e e
i i
n n
g g
_ _
s s
t t
r r
o o
n n
g g
_ _
g f
o o
o o
d d
_ _
a a
n n
d d
_ _
s s
u u
c f
c c
e e
s s
s s
f f
u u
l l
_ _
t t
h h
e e
y y
_ _
h h
a a
t t
e e
_ _
a a
m m
e e
r r
i i
c x
a q
_ _
t t
h h
e e
y y
_ _
h h
a a
t r
e e
_ _
w w
e e
s z
t t
e d
r r
n n
_ _
c c
i i
v v
i i
l l
i i
z z
a a
t t
i i
o o
n n
_ _
t t
h h
e e
y y
_ _
h h
a z
t t
e e
_ _
w w
h h
i i
t t
e e
_ _
m k
a a
l l
e e
s s
_ _
t t
h n
e e
y y
_ _
h h
a a
t t
e e
_ _
r r
a a
t r
i i
o o
n n
a a
l l
i i
t t
y y
_ _
t t
h h
e r
_ _
r r
e e
a a
s a
o o
n n
s s
_ _
t t
h h
a a
t g
_ _
l l
e e
f f
t t
i i
s s
t t
s s
_ _
g g
i i
v v
e e
_ _
f f
o o
r r
_ _
h h
a a
t t
i i
n n
g g
_ _
t t
h h
e e
_ _
w w
e e
s s
t t
_ _
e e
t t
c c
_ _
c c
l p
e e
a a
r r
l l
y y
_ _
d d
o o
_ _
n n
o o
t t
_ _
c c
o o
r r
r r
e e
s x
p p
o o
n n
d d
_ _
w w
i i
t t
h h
_ _
t t
h h
e e
i i
r r
_ _
r r
e e
a a
l l
_ _
m m
o o
t t
i i
v v
e e
s d
_ _
t t
h h
e e
y t
_ _
s s
a a
y y
_ _
t t
h h
e e
y y
_ _
h h
a a
t t
e e
_ _
t t
h h
e e
_ _
w w
e e
s s
t t
_ _
b b
e e
c c
a a
u u
s s
e e
_ _
i i
t t
_ _
i i
s w
_ _
w w
a a
r r
l o
i i
k k
e e
_ _
i i
m m
p p
e e
r r
i i
a a
l l
i j
s s
t r
i u
c c
_ _
s s
e e
x c
i i
s s
t t
_ _
e d
t t
h h
n n
o o
c c
e e
n m
t t
r r
i i
c c
_ _
a a
n n
d d
_ _
s s
o o
_ _
f f
o o
r r
t t
h h
_ _
b b
u u
t t
_ _
w w
h j
e d
r r
e e
_ _
t t
h h
e e
s s
e e
_ _
s s
a a
m m
e e
_ _
f f
a a
u u
l k
t t
s s
_ _
a a
p p
p p
e e
a a
r r
_ _
i i
n n
_ _
s s
o i
c c
i i
a a
l l
i k
s s
t t
_ _
c c
o o
u u
n n
t t
r r
i i
e d
s s
_ _
o o
r r
_ _
i i
n n
_ _
p p
r r
i i
m m
i i
t t
i i
v v
e e
_ _
c v
u u
l l
t t
u u
r r
e e
s s
_ _
t t
h h
e e
_ _
l l
e e
f f
t t
i i
s s
t t
_ _
f f
i i
n n
d d
s s
_ _
e e
x x
c c
u u
s s
e e
s s
_ _
f f
o o
r r
_ _
t t
h h
e e
m m
_ _
o k
r r
_ _
a a
t t
_ _
b n
e e
s z
t t
_ _
h h
e d
_ _
g g
r r
u u
d d
g g
i i
n n
g g
l l
y y
_ _
a a
d d
m m
i i
t t
s s
_ _
t f
h h
a a
t t
_ _
t t
h h
e e
y y
_ _
e e
x x
i i
s s
t t
_ _
w w
h h
e e
r r
e e
a z
s s
_ _
h h
e e
_ _
e e
n n
t t
h h
u u
s s
i i
a a
s s
t t
i i
c f
a a
l l
l l
y y
_ _
p p
o o
i i
n n
t t
s s
_ _
o o
u h
t t
_ _
a a
n n
d d
_ _
o o
f v
t t
e e
n n
_ _
g g
r r
e e
a z
t t
l k
y y
_ _
e e
x x
a a
g g
g g
e e
r r
a z
t t
e e
s s
_ _
t g
h h
e e
s s
e e
_ _
f f
a a
u u
l l
t t
s s
_ _
w w
h h
e e
r r
e d
_ _
t t
h h
e e
y y
_ _
a a
p p
p p
e r
a a
r r
_ _
i i
n n
_ _
w w
e e
s s
t t
e e
r r
n n
_ _
c c
i i
v v
i i
l l
i i
z z
a a
t t
i i
o o
n n
_ _
t t
h h
u u
s s
_ _
i i
t t
_ _
i i
s s
_ _
c c
l l
e e
a a
r r
_ _
t t
h h
a a
t t
_ _
t t
h h
e e
s s
e e
_ _
f f
a a
u u
l o
t t
s s
_ _
a a
r r
e e
_ _
n n
o o
t t
_ _
t t
h h
e e
_ _
l l
e e
f f
t t
i i
s s
t t
_ _
s a
_ _
r r
e e
a a
l l
_ _
m m
o o
t t
i i
v v
e e
_ _
f f
o o
r r
_ _
h h
a a
t t
i o
n h
g g
_ _
a a
m m
e e
r r
i i
c c
a s
_ _
a a
n b
d d
_ _
t t
h h
e e
_ _
w w
e w
s x
t t
_ _
h h
e e
_ _
h h
a z
t t
e e
s s
_ _
a a
m k
e e
r r
i i
c c
a a
_ _
a a
n n
d d
_ _
t t
h h
e e
_ _
w e
e e
s s
t t
_ _
b b
e e
c c
a a
u u
s s
e e
_ _
t t
h h
e e
y y
_ _
a a
r r
e e
_ _
s s
t t
r r
o o
n n
g g
_ _
a a
n n
d d
_ _
s s
u u
c c
c c
e e
s s
s s
f f
u u
l l
_ _
w w
o l
r r
d d
s s
_ _
l l
i i
k k
e e
_ _
s s
e e
l l
f v
_ _
c c
o o
n n
f f
i i
d d
e e
n n
c c
e e
_ _
s s
e e
l l
f f
_ _
r r
e e
l l
i i
a a
n n
c c
e e
_ _
i i
n n
i i
t t
i i
a a
t t
i i
v v
e e
_ _
e e
n n
t t
e e
r r
p o
r r
i i
s s
e e
_ _
o o
p p
t t
i i
m m
i i
s s
m m
_ _
e e
t t
c c
_ _
p l
l l
a z
y y
_ _
l l
i i
t t
t t
l l
e e
_ _
r r
o o
l l
e w
_ _
i i
n n
_ _
t t
h h
e e
_ _
l l
i i
b b
e e
r r
a a
l l
_ _
a a
n n
d d
_ _
l l
e e
f f
t t
i i
s s
t t
_ _
v v
o o
c c
a a
b b
u u
l l
a a
r e
y y
_ _
t t
h h
e e
_ _
l l
e e
f f
t t
i i
s s
t t
_ _
i i
s d
_ _
a a
n n
t t
i i
_ _
i i
n b
d d
i i
v v
i i
d d
u u
a a
l l
i i
s s
t t
i i
c c
_ _
p p
r r
o o
_ _
c c
o o
l l
l l
e r
c c
t t
i i
v v
i i
s s
t r
_ _
h h
e r
_ _
w w
a a
n n
t t
s s
_ _
s w
o o
c c
i i
e e
t t
y y
_ _
t t
o o
_ _
s s
o o
l l
v v
e e
_ _
e e
v v
e e
r r
y y
o o
n n
e e
_ _
s s
_ _
n n
e e
e e
d d
s s
_ _
f f
o o
r r
_ _
t t
h h
e e
m k
_ _
t t
a a
k k
e e
_ _
c c
a a
r t
e e
_ _
o o
f f
_ _
t t
h h
e e
m n
_ _
h h
e e
_ _
i i
s s
_ _
n n
o o
t t
_ _
t t
h b
e r
_ _
s s
o o
r r
t f
_ _
o o
f f
_ _
p l
e e
r r
s s
o o
n n
_ _
w q
h h
o o
_ _
h h
a a
s s
_ _
a a
n n
_ _
i i
n n
n b
e e
r r
_ _
s s
e d
n n
s s
e e
_ _
o o
f f
_ _
c d
o o
n n
f f
i i
d d
e r
n n
c c
e e
_ _
i i
n n
_ _
h h
i i
s s
_ _
o o
w q
n n
_ _
a a
b b
i i
l l
i i
t t
y y
_ _
t t
o o
_ _
s s
o o
l l
v v
e e
_ _
h h
i i
s s
_ _
o o
w w
n n
_ _
p p
r r
o o
b b
l l
e e
m m
s s
_ _
a a
n n
d d
_ _
s s
